name,sex,breed,color
Zsuzsi Baba,female,Terrier Mix,black and brown
Matula,male,"Puli, Pumi Mix",gray
,male,Rottweiler Mix,black
Gida,female,Mudi,black
Roki,male,Dachshund Mix,yellow-brown
Cikó,female,Unknown Mix,brown
Lusy,female,Unknown Mix,brown
,female,Vizsla Mix,brown
Drazsé,female,Unknown Mix,spotty
Bátor,male,Labrador Retriever Mix,white
Dodó,male,Labrador Retriever Mix,black
Matyi K,male,Puli Mix,black and white
Boci,female,Mudi,black and white
,female,Rottweiler Mix,black
,male,German Shepherd Dog Mix,black
Kubu,male,Unknown Mix,tricolor
Mutyi,male,Dachshund Mix,brown
Huba,male,Unknown Mix,white
,female,Puli Mix,black
Rosso K,male,Rottweiler Mix,black and brown
Kuli K,male,Puli Mix,gray
Suska,female,Unknown Mix,red
Buksi,male,Unknown Mix,black and brown
Hosszú Baba,male,Unknown Mix,white
,female,Unknown Mix,black and white
K,female,Unknown Mix,brown and white
,female,Unknown Mix,black
Serpa,male,Unknown Mix,striped
K,male,Unknown Mix,black
Sádi,male,Unknown Mix,striped
K,male,Unknown Mix,black
Sanda,female,Unknown Mix,brown
Spárga,female,Unknown Mix,yellow-brown
Snidling,female,Unknown Mix,striped
Sedre,female,Unknown Mix,yellow-brown
,male,Unknown Mix,brown
Rocky,female,Greyhound Mix,brown
Fincsi,female,Unknown Mix,sable
Csengi,male,Unknown Mix,brown
Bosco,male,Fox Terrier Mix,black and white
Lédy,female,Staffordshire Terrier,black and white
Vándor,male,Unknown Mix,black and white
Bambi,female,Dachshund Mix,brown
Kormi,female,Dachshund Mix,sable
Mucus,female,Unknown Mix,brown
Hektor,male,German Shepherd Dog Mix,sable
Fecó,male,Fox Terrier Mix,tricolor
,female,Great Pyrenees Mix,gray and white
Mente,male,Mudi Mix,black
Fido,male,Fox Terrier Mix,tricolor
Cimbi,male,Rottweiler Mix,sable
,female,Unknown Mix,saddle back
Boglárka,female,Unknown Mix,black and white
Mörfi,male,Pinscher Mix,brown
Max,male,Dachshund Mix,brown
Maci,male,Unknown Mix,white
Maszat,male,Unknown Mix,wild boar
Bleki,female,Unknown Mix,black
Morzsa,male,Mudi Mix,black
Artúr,male,Unknown Mix,black and brown
Bodza,female,Unknown Mix,black
Huszár,male,"German Shepherd Dog, Labrador Retriever Mix",black
Sziszi,female,Dachshund Mix,yellow-brown
Brúnó,male,Unknown Mix,black and white
Max,male,Unknown Mix,black and brown
Mimóza,female,Unknown Mix,black
Lena,female,Unknown Mix,black
Kormi,male,Unknown Mix,black and brown
Buksi,male,Pumi Mix,white
Lizi,female,Unknown Mix,apricot
Fülöp,male,Dachshund Mix,golden
Zoli,male,Unknown Mix,black
Tipli,male,Unknown Mix,golden
Sony,female,German Shepherd Dog Mix,gray and white
Maci,male,Pinscher Mix,black and white
Pille,female,Unknown Mix,black
Carlos,male,Unknown Mix,brown
Lady,female,Labrador Retriever Mix,white
Lili,female,Unknown Mix,black
Vadász,male,Unknown Mix,yellow
Dani,male,Staffordshire Terrier,brown and white
Zsófi,female,Siberian Husky Mix,red and white
Morzsika,male,Unknown Mix,spotty
Zsömi,female,Labrador Retriever Mix,brown
Daisy,female,Unknown Mix,yellow-brown
Mázli,female,Unknown Mix,spotty
Picúr,male,Unknown Mix,black and white
Sába,female,Unknown Mix,black
Roxi,female,Unknown Mix,black and white
Gazsi,male,Unknown Mix,black and white
Foxis,female,Fox Terrier Mix,brown and white
Virág,female,Unknown Mix,white
Pajti,male,German Pointer Mix,gray
Örli,female,Unknown Mix,gray and white
Bohóc,male,Unknown Mix,gray and white
Döniz,female,Staffordshire Terrier,brown and white
Ivó,male,"German Pointer, Parson Russell Terrier, Pointer Mix",black and white
Dupla,female,Dachshund Mix,black and brown
Kaotika,male,Labrador Retriever Mix,black
Panka &Amp,male,Unknown Mix,black and tan
Claud,male,Unknown Mix,sable
Panka &Amp,male,Unknown Mix,black and tan
Hero,male,Unknown Mix,black
Hedvig,female,Unknown Mix,brown and white
Bojtár,male,Unknown Mix,black
,male,Jagd Terrier Mix,black and brown
Detox,male,Unknown Mix,black
Lurkó,male,Unknown Mix,red
Kodra,female,"Hound, Vizsla Mix",black and brown
Füles,female,Miniature Schnauzer Mix,black
Manó,female,Unknown Mix,yellow-brown
Jázmin,female,Unknown Mix,apricot
Lurkó,female,German Shepherd Dog Mix,black and brown
Iza,female,"German Pointer, Parson Russell Terrier, Pointer Mix",black and white
Huba,male,Unknown Mix,sable
Folti,female,"Fox Terrier, Spaniel Mix",spotty
Miksa,male,German Shepherd Dog Mix,black and brown
Réka,female,German Shepherd Dog Mix,black
Róza,female,German Shepherd Dog Mix,saddle back
Frédi,male,"Fox Terrier, Schnauzer Mix",black
Geszti,male,Unknown Mix,black
Bobi,male,"Dachshund, Hound Mix",brown and white
Baksis,male,Dachshund Mix,yellow
Ödi,male,"Hound, Labrador Retriever Mix",black and white
Gass,male,Unknown Mix,black
Pemzli,male,Welsh Terrier Mix,tricolor
Cézár,male,Hound Mix,sable
Jakab,male,Dachshund Mix,black and brown
Balhé,male,Staffordshire Terrier Mix,black
Bendegúz,male,Fox Terrier Mix,black
Fintó,male,"Fox Terrier, Schnauzer Mix",black
Jack,male,Staffordshire Terrier Mix,brown and white
Gino,male,Unknown Mix,black
Guy,male,Unknown Mix,spotty
Huppuj,female,"Fox Terrier, Schnauzer Mix",black
Pipe,male,Unknown Mix,black and white
Bukfenc,male,Labrador Retriever Mix,black
Révész,male,"Dachshund, Staffordshire Terrier Mix",brown
Félénk,male,German Shepherd Dog Mix,black
Gyõzõ,male,Unknown Mix,yellow-brown
Rolli,male,"Dachshund, Hound Mix",brown
Vérmes,male,Labrador Retriever Mix,black
Blacky,male,Unknown Mix,black
Bokszos,male,Hound Mix,black and tan
Mamba,female,Labrador Retriever Mix,black
Izsó,male,"German Shepherd Dog, Pumi Mix",black
Parfé,male,Labrador Retriever Mix,black
Lövi,male,Chow Chow Mix,brown
Kedves,female,German Shepherd Dog Mix,black
Sirah,female,Unknown Mix,brown
Két Felnõtt Szuka,female,Hungarian Vizsla Mix,yellow-brown
Ádi,male,German Shepherd Dog Mix,apricot
Napsugár,female,Unknown Mix,brown
Ico,male,Unknown Mix,tricolor
Bagi,male,"Puli, Schnauzer Mix",black
Romi,female,"Australian Cattle Dog, German Shepherd Dog Mix",black and white
Vazul,male,"Puli, Schnauzer Mix",black
Szatyi,male,German Shepherd Dog Mix,black and tan
Lõre,male,"Hound, Labrador Retriever Mix",black
Frédra,female,Unknown Mix,gray
Gerely,male,"Kuvasz, Labrador Retriever Mix",yellow-brown
Zsóka,female,"German Shepherd Dog, Siberian Husky Mix",saddle back
Dani,male,"Dachshund, Fox Terrier Mix",black and brown
Csézi,female,"Chow Chow, Dachshund Mix",brown
Szendy,female,Akita Mix,black
Morzsa,female,"Basset Hound, Dachshund Mix",brown
Lú,female,Unknown Mix,yellow-brown
Vendel,male,"Puli, Schnauzer Mix",black
Lédó,female,Labrador Retriever Mix,yellow-brown
Füles És Kölykei,female,Unknown Mix,apricot
Gerti És Gréti,female,Unknown Mix,apricot
Gerda,female,Unknown Mix,black and tan
Vendel,male,"Dachshund, Labrador Retriever Mix",yellow-brown
Fürge,male,Unknown Mix,striped
Maxi,male,Fox Terrier Mix,tricolor
Thales,male,Unknown Mix,black and brown
Aurora,male,Unknown Mix,black and white
Lucas,male,Bearded Collie Mix,black and tan
Valentina,female,Unknown Mix,brown
Caroline,female,Dachshund Mix,black and tan
Rocky,male,Staffordshire Terrier,black and white
Evelyn,female,Labrador Retriever Mix,black
Lui,male,Miniature Schnauzer Mix,gray
Linda,female,"German Shepherd Dog, Labrador Retriever Mix",black and white
Cindy,female,Dachshund Mix,black
Bozont,male,German Shepherd Dog Mix,black and brown
Manó,male,"Puli, Pumi, Tibetan Terrier Mix",black
Haleema,female,Unknown Mix,black
Soma,male,Unknown Mix,striped
!!Aron!!S.O.S!!!! %,male,Schnauzer Mix,black
Sisi,female,French Bulldog Mix,brown and white
Puma,male,Akita Mix,apricot
Mara,female,German Shepherd Dog Mix,sable
Ruby,female,German Shepherd Dog Mix,sable
Ricky,male,Staffordshire Terrier,black and white
Sury,female,German Shepherd Dog Mix,sable
Cheese,female,German Shepherd Dog Mix,sable
Betyár,male,Unknown Mix,gray
Bede,male,Dachshund Mix,sable
Polly,female,Unknown Mix,black
Apacs,female,Unknown Mix,black
Nana,female,Dachshund Mix,white
Franco,male,Unknown Mix,yellow-brown
Tyuli,male,Unknown Mix,black and tan
Csák,male,Unknown Mix,apricot
Inka,female,Puli Mix,black
Csipet,male,Unknown Mix,spotty
Jocó,male,Unknown Mix,black and tan
Banderas,male,Spaniel Mix,black
Macy,male,German Shepherd Dog Mix,sable
Kifli,male,Labrador Retriever,yellow
Aszlan,male,Mudi Mix,black and brown
Freddy,male,"Siberian Husky, Transylvanian Hound Mix",brown
Tyuli,male,Unknown Mix,black and tan
Shába,female,German Shepherd Dog Mix,sable
Bobby,male,Golden Retriever Mix,golden
Konyak,male,Unknown Mix,brown
Honey,female,Vizsla Mix,yellow-brown
Pista Bácsi,male,German Shepherd Dog,sable
Tyson,male,Unknown Mix,apricot
Nyafi,female,Unknown Mix,black
Timo,male,Unknown Mix,golden
Eddie,male,"German Shepherd Dog, Scotch Collie Mix",apricot
Foxika,female,Fox Terrier Mix,tricolor
Foli,male,Unknown Mix,black
Biene,female,Unknown Mix,black and white
Redy,male,Unknown Mix,red
Darth Vader,male,"Labrador Retriever, Newfoundland Mix",black
Hófehérke,female,Unknown Mix,white
Brix,male,Schnauzer Mix,black
Mr Spicc,male,Spitz,white
Judy,female,Unknown Mix,black and white
Kokó,male,Unknown Mix,gray
Gesztenye,female,Chinese Shar-Pei Mix,brown
Emma,female,Unknown Mix,brown
Pici,male,Jagd Terrier Mix,black and tan
Wolle,male,"Poodle, Pumi Mix",white
Titus,male,Labrador Retriever Mix,yellow-brown
Yin És Yang,female,Unknown Mix,black and tan
Lippie,female,German Shepherd Dog,sable
Terry,male,Unknown Mix,saddle back
Jeep,male,German Shepherd Dog Mix,sable
Böbi,female,Bearded Collie Mix,black and white
Dart Wader,male,Labrador Retriever Mix,black
Macy,female,German Shepherd Dog Mix,sable
Aby,male,Unknown Mix,black
Sony,male,Beagle Mix,tricolor
Bubi,male,Unknown Mix,black
Sziporka,female,Unknown Mix,black and tan
Mini,female,Unknown Mix,brown
Serena,female,"Belgian Malinois, German Shepherd Dog Mix",yellow-brown
Mák,male,"Puli, Pumi Mix",gray
Vénusz,female,Labrador Retriever Mix,golden
Funny,female,Pumi Mix,gray
Snoopy,male,Unknown Mix,black
Fréda,female,Unknown Mix,black and tan
Titus,male,Unknown Mix,yellow-brown
Kitti,female,Spaniel Mix,black
Angel,female,"Doberman, Greyhound, Labrador Retriever Mix",black
Serena,female,"German Shepherd Dog, Labrador Retriever Mix",yellow-brown
Lolka,female,"German Shepherd Dog, Mudi Mix",black and brown
Afro,female,Parson Russell Terrier Mix,tricolor
Tacskó Keverék Kölykök,male,Dachshund Mix,yellow-brown
Besso,male,Unknown Mix,black and tan
Betyár,male,Hound Mix,black
Zsazsa,female,Unknown Mix,tricolor
Pletyka,female,Unknown Mix,black
Hannah,female,Unknown Mix,black
Bandi,male,"German Shepherd Dog, Hound Mix",sable
Csaki,male,Dachshund Mix,black
Hunor,male,Bull Terrier Mix,black
Hörbi,male,Fox Terrier Mix,black
Kami,female,German Shepherd Dog Mix,black
Félsz,female,"German Shepherd Dog, Hound Mix",sable
Vénusz,female,"Dachshund, German Shepherd Dog Mix",black
Norma,female,Mudi Mix,black
Dolly,female,German Shepherd Dog Mix,tricolor
Grisa,male,"Belgian Sheepdog, Mudi Mix",black
Kinga,female,Unknown Mix,black
Elvira,female,Miniature Schnauzer Mix,gray
Buksi,male,Unknown Mix,black
Dodó,male,Unknown Mix,saddle back
Szamba,female,Dachshund Mix,black and white
John,male,Unknown Mix,black
Dominó,male,Unknown Mix,black and white
Dollár,female,"Fox Terrier, Pekingese Mix",tricolor
Imre,male,"Fox Terrier, Jagd Terrier Mix",brown
Bogár,male,Unknown Mix,black and tan
Borsika,male,Unknown Mix,black and white
Borzas,male,Fox Terrier Mix,black and white
Morzsa,male,Pekingese Mix,red and white
Lord,male,Labrador Retriever Mix,white
Veda,male,Unknown Mix,black
Pedro,male,German Shepherd Dog Mix,striped
Lédi,female,Greyhound Mix,black
Borika,female,Unknown Mix,black and white
Buci És Fifi,female,German Shepherd Dog Mix,black and brown
Cseri,female,Hound Mix,sable
Vitara,female,Unknown Mix,brown and white
Mufi,female,Greyhound Mix,striped
Sánti,male,Unknown Mix,brown
Kócos,female,Unknown Mix,black
Kóbor,male,Dachshund Mix,black
Muffin,female,Hound Mix,black and tan
Delon,male,Labrador Retriever Mix,black
Boci,male,Unknown Mix,black and white
Benji,male,Unknown Mix,sable
Szalma,female,Unknown Mix,yellow-brown
Amanda,female,Cane Corso,apricot
Bufi,female,Greyhound Mix,black and brown
Vacak,female,Schnauzer Mix,black
Zizi,female,Unknown Mix,black
Csöpi,male,Unknown Mix,red
Dinka,female,Schnauzer Mix,black
Picúr,female,Dachshund Mix,black
Gróf,male,Schnauzer Mix,black
Ricotta,male,Beagle Mix,spotty
Rozsdi,male,Unknown Mix,brown
Puska,female,Unknown Mix,black
Rudi/Buksi,male,Unknown Mix,sable
Atosz,male,Kuvasz Mix,white
Silver,female,Unknown Mix,gray
Sharpi,female,Chinese Shar-Pei Mix,tricolor
Sam,male,Unknown Mix,black and tan
Ali,male,Unknown Mix,white
Inas,male,Unknown Mix,brown
Thor,male,Unknown Mix,black and brown
Olga,female,Unknown Mix,black and tan
Judy,female,Unknown Mix,black and brown
Elza,female,German Shepherd Dog Mix,striped
Buco,male,Unknown Mix,black
Harold,male,Unknown Mix,white
Lenke,female,Unknown Mix,sable
Vilma,female,Labrador Retriever Mix,yellow-brown
Ron,male,Unknown Mix,black
Félix,male,Unknown Mix,black and tan
Mira,female,Unknown Mix,black and brown
Lujzi,female,Unknown Mix,black and brown
Lili,female,Unknown Mix,striped
Magnum,male,Rottweiler Mix,black and tan
Mackó,male,German Shepherd Dog Mix,sable
Vega,female,Unknown Mix,black and brown
Málna,female,Unknown Mix,brown
Jenny,female,German Shepherd Dog Mix,sable
Taco,male,Unknown Mix,black and brown
Léna,female,Unknown Mix,saddle back
Vadóc,female,Unknown Mix,yellow-brown
Sharpi,male,Chinese Shar-Pei Mix,yellow-brown
Dorisz,female,Unknown Mix,saddle back
Süti,male,Unknown Mix,black
Huba,male,Unknown Mix,brown and white
Ottó,male,Dachshund Mix,saddle back
Mák,male,Unknown Mix,dotted
Brauni,female,Unknown Mix,black and brown
Atika,male,Unknown Mix,black
Pamacs,male,Scotch Collie Mix,black and brown
Lipót,male,"Jagd Terrier, Puli Mix",black and tan
Zolika,male,Unknown Mix,saddle back
Husi,female,Dachshund Mix,apricot
Elza,female,Unknown Mix,yellow-brown
Cookie,female,Staffordshire Terrier Mix,black
Zafíra,female,"German Pointer, Vizsla Mix",brown
Suba,male,Puli Mix,black
Szotyi,male,Terrier Mix,black and tan
Móricka,male,Vizsla Mix,black and tan
Pepe,male,Unknown Mix,brown
Stefi &Amp,female,Unknown Mix,black
Romi,male,German Shepherd Dog Mix,sable
B.Andi,female,"Mudi, Puli Mix",black
Piri,female,Unknown Mix,black
Atosz,male,Kuvasz Mix,white
Minike,female,German Shepherd Dog Mix,saddle back
Valka,female,Unknown Mix,black
Ravaszka,female,Dachshund Mix,brown
Kara Anyu,female,Unknown Mix,black
Koppány,male,Transylvanian Hound Mix,saddle back
Léna,female,Schnauzer Mix,black
Pötyike,female,Dalmatian Mix,dotted
Hisztis,female,German Shepherd Dog Mix,golden
C,female,Pumi Mix,gray
Bella,female,German Shepherd Dog Mix,sable
Lara,female,German Shepherd Dog,sable
Gordon,male,Golden Retriever Mix,apricot
Rita,female,German Shepherd Dog Mix,yellow-brown
Nózi,male,Unknown Mix,brown
Kornél,male,Labrador Retriever Mix,black
Ginger,female,German Shepherd Dog,sable
Zola,female,"German Shepherd Dog, Siberian Husky Mix",sable
Candy,female,"Belgian Sheepdog, German Shepherd Dog Mix",yellow-brown
Kökény,female,Irish Wolfhound Mix,wild boar
Soma,male,Standard Schnauzer Mix,black
Dolli,female,Unknown Mix,brown
Vali,female,Unknown Mix,black and tan
Lola,female,Unknown Mix,yellow-brown
Brandy,female,Vizsla Mix,yellow-brown
Papi,male,Dachshund Mix,brown
Vica,female,"Labrador Retriever, Vizsla Mix",golden
Eddy,male,Labrador Retriever Mix,black
Bozont,female,Unknown Mix,black and brown
Róka,male,"Dachshund, Mudi, Papillon Mix",red and white
Miszti,female,Schnauzer Mix,black
Lala,male,Unknown Mix,spotty
Foltos,female,Unknown Mix,tricolor
Tánya,female,German Shepherd Dog Mix,saddle back
Dugó,male,Unknown Mix,black and tan
Capitain Jack Sparrow,male,"Puli, Scotch Collie Mix",apricot
Natasa,female,Terrier Mix,wild boar
Leon,male,Unknown Mix,brown
Miksa,male,Unknown Mix,brown
Amarok,male,Siberian Husky Mix,gray and white
Totó,male,Dachshund Mix,brown
Lina,female,Unknown Mix,black
Milky Way,male,Labrador Retriever Mix,apricot
Rini,female,Dachshund Mix,black and tan
Puszi,female,Hound Mix,black and tan
Nina,female,"Vizsla, Whippet Mix",tricolor
Almády Gréti,female,Unknown Mix,tricolor
Sába,female,German Shepherd Dog,saddle back
Pincsik,male,Greyhound Mix,black and brown
Vidra,female,Unknown Mix,black and tan
Klaudia,female,Unknown Mix,black
Micike,female,Unknown Mix,red
Gahan,male,German Shepherd Dog Mix,black
Alvin,male,German Shepherd Dog Mix,saddle back
Ariel,female,German Shepherd Dog Mix,sable
Elke,female,Unknown Mix,black and white
Shila,female,German Shepherd Dog,saddle back
Lencsi,female,"Dachshund, Hound Mix",black and brown
Ulrik,male,"Bull Terrier, Hungarian Greyhound Mix",striped
Félix,male,Terrier Mix,gray and black
Csinszka,female,Vizsla Mix,brown
Bajusz Úr,male,Fox Terrier,black and white
Vilma,female,Unknown Mix,brown
Almády Tóbiás,male,Unknown Mix,saddle back
Meny,female,German Shepherd Dog Mix,black and brown
Zizi,male,Dachshund Mix,red
Barát,male,Unknown Mix,black and brown
Csalfa,male,Jagd Terrier Mix,black and tan
Vidor,male,Unknown Mix,sable
Turbó,male,Labrador Retriever Mix,black and white
Zsombor,male,Greyhound Mix,black
Fidel,male,Unknown Mix,black
Franci,female,German Shepherd Dog Mix,sable
Gina,male,Rottweiler,black
Bátor,male,Vizsla Mix,brown
Mogyoró,male,German Shepherd Dog Mix,saddle back
Hetti,female,Unknown Mix,sable
Mami,female,Labrador Retriever Mix,brown and white
Zorró,male,Greyhound Mix,black and white
Jázmin,female,German Shepherd Dog Mix,tricolor
Roxi,female,Unknown Mix,black and tan
Bubu,male,Terrier Mix,black and brown
Cifra,female,Unknown Mix,gray and white
Bogrács,male,Dachshund,brown
Lédike,female,Unknown Mix,dotted
Nimród,male,Labrador Retriever Mix,black
Turbó,male,Dachshund Mix,brown
Muci,female,Belgian Sheepdog Mix,red
Márton,male,Unknown Mix,black
Pászka,female,Unknown Mix,red
Panka,female,Fox Terrier,spotty
Bundás,male,Unknown Mix,yellow-brown
Pita,female,Unknown Mix,red and white
Lasszó,male,Unknown Mix,black
Pajti,male,German Shepherd Dog Mix,saddle back
Zepter Molli,female,Unknown Mix,brown
Chili,female,Siberian Husky Mix,gray and white
Happy,male,"Dachshund, German Shepherd Dog Mix",wild boar
Pityus,male,Unknown Mix,red
Zorán,male,Vizsla Mix,black
Galagonya,male,Staffordshire Terrier Mix,striped
Tobi,male,"German Shepherd Dog, Pinscher, Siberian Husky Mix",black and brown
Jenny,female,Dachshund Mix,yellow
Böbe,female,Dachshund Mix,tricolor
Roni,female,Dachshund Mix,brown
Fipsz,male,Labrador Retriever Mix,black and brown
Timo,male,Transylvanian Hound Mix,black and brown
Dennis,male,Unknown Mix,white
Árnyék,female,Unknown Mix,black
Csubi,male,"Labrador Retriever, Vizsla Mix",brown
Melinda,female,Unknown Mix,wild boar
Trisztán,male,Unknown Mix,tricolor
Benõ,male,Unknown Mix,black
Bogáncs,male,Puli Mix,black
Szultán,male,German Shepherd Dog Mix,sable
Leila,female,Unknown Mix,white
Bob,male,Unknown Mix,brown
Bátor,male,Unknown Mix,black
Bronco,male,Unknown Mix,black
Kevin,male,Unknown Mix,black and white
Katrina,female,Unknown Mix,striped
Jagd Terrier Keverék Kölykök,female,Jagd Terrier Mix,black and tan
Csörfös,female,Rhodesian Ridgeback Mix,brown
Morgan,male,Schnauzer Mix,gray
Karak,female,German Shepherd Dog Mix,sable
Rozika,female,Unknown Mix,black
Héda,female,Unknown Mix,yellow-brown
Kaukázusi,female,Caucasian Ovtcharka,brown
Cecil,female,German Shepherd Dog Mix,black and brown
Morris,male,Rottweiler Mix,black and tan
Igor,male,Unknown Mix,brown
Gombi,male,Schnauzer Mix,wild boar
Lujzika,female,Fox Terrier Mix,tricolor
Bob,male,Hungarian Vizsla Mix,red
Velence,female,Unknown Mix,tricolor
Hessy,female,Unknown Mix,yellow-brown
Mozes,male,Unknown Mix,white
Buksi,male,German Shepherd Dog,sable
Tangó,male,Unknown Mix,red
Solt,male,"Setter, Spaniel, Terrier Mix",striped
Olga,female,German Shepherd Dog Mix,brown
Pötyi,male,Cane Corso Mix,yellow-brown
Adria,female,Dachshund Mix,black and brown
Brad/Babóka,male,Unknown Mix,yellow-brown
Tyson,male,Rottweiler Mix,black and tan
Zsuzsi,female,Fox Terrier Mix,black and white
Paca,male,Unknown Mix,black and white
Karcsi,male,Unknown Mix,brown
Nusi,female,Unknown Mix,brown
Lompos,male,Unknown Mix,white
Szilveszter,male,Hound Mix,black and brown
Picur,female,Unknown Mix,black
Kicsi,female,Unknown Mix,brown
Zita,female,Unknown Mix,black
Tücsök,female,Unknown Mix,black and white
Van Gogh,male,Bearded Collie Mix,black and white
Bogica,female,Pumi Mix,black
Picur,female,Unknown Mix,black
Vidor,male,Unknown Mix,yellow-brown
Mázas,female,Unknown Mix,brown
Albert,male,Bernese Mountain Dog Mix,black and white
Gigi,female,Unknown Mix,white
Bojszi,male,Unknown Mix,brown
Zoé,female,German Shepherd Dog Mix,brown
Kata,female,Unknown Mix,apricot
Gigi,female,Unknown Mix,white
Lina,female,Unknown Mix,apricot
Ramszesz,male,Unknown Mix,brown
Talált Kuvasz,male,Kuvasz,white
Portás,male,Hound Mix,sable
Gentleman,male,Unknown Mix,saddle back
Dora,female,Unknown Mix,brown
Virág,female,Unknown Mix,yellow
Konrád,male,Unknown Mix,black
Zsuzsi,female,Terrier Mix,apricot
Bori,female,"German Shepherd Dog, Rottweiler Mix",brown
Dragon,male,German Shepherd Dog Mix,yellow-brown
Tangó,male,Staffordshire Terrier Mix,apricot
Leila,female,Siberian Husky Mix,brown
Rex,male,German Shepherd Dog,brown
Blanka,female,Unknown Mix,black and brown
Morcos,male,Unknown Mix,black and brown
Bart,male,Dachshund Mix,sable
Brikett,male,Mudi Mix,black
Iván,male,Dachshund Mix,black and white
Bundi,male,Puli Mix,black and brown
Csöpi,male,Unknown Mix,brown
Max,male,Unknown Mix,black
Mogyi,male,Unknown Mix,brown
Alfa,female,Unknown Mix,yellow
Sörét,male,Adoptable From:,black
Casper,male,"German Shepherd Dog, Siberian Husky Mix",gray and white
Blanka,female,Unknown Mix,black and brown
Fáraó,male,Unknown Mix,brown
Maci,male,Unknown Mix,black
Fleki,female,Unknown Mix,yellow
Rulett,male,Unknown Mix,striped
Mazsola,male,Unknown Mix,brown
Löncs,male,Unknown Mix,golden
Fleki,female,Unknown Mix,yellow
Szöcske,male,Unknown Mix,brown
Negró,female,Unknown Mix,black
Dalma,female,Unknown Mix,brown
Gréta,female,Unknown Mix,black
Cindy,female,Pekingese Mix,brown and white
Sári,female,Poodle Mix,black
Szutyi,female,Unknown Mix,black
Kullancs,female,Unknown Mix,golden
Leila,female,Unknown Mix,brown
Kokszos,male,Unknown Mix,apricot
Totó,female,Unknown Mix,black
Vizsi,female,Hungarian Vizsla Mix,brown
Bobby,male,Schnauzer Mix,black
Gemma,female,Unknown Mix,tricolor
Bársony,male,Unknown Mix,apricot
Mimi,female,Unknown Mix,tricolor
Liliom,female,Unknown Mix,white
Bambi,female,Unknown Mix,golden
Sissy,female,Unknown Mix,black
Mazsola,female,Unknown Mix,brown
Elza,female,Unknown Mix,apricot
Töki,male,Unknown Mix,golden
Panni,female,Dachshund Mix,black
Pletyka,female,Unknown Mix,black
Endi,male,Unknown Mix,black
Picuri,female,Unknown Mix,black
Csimbók,male,Puli Mix,black
Zsanett,female,Unknown Mix,golden
Sunyi,male,Spaniel Mix,black and brown
Macika,female,Unknown Mix,striped
Kókusz,male,Unknown Mix,black
Dízel,male,Unknown Mix,black and brown
Jaco,male,German Shepherd Dog Mix,sable
Apolló,male,Unknown Mix,yellow-brown
Spanó,male,Golden Retriever Mix,golden
Buksi,male,Puli Mix,black
Báró,male,Rottweiler Mix,black and tan
Joker,male,Unknown Mix,yellow-brown
Brúnó,male,Terrier Mix,yellow-brown
Fanny,female,Collie Mix,brown and white
Boni,male,Jagd Terrier,sable
Brúnó,male,Labrador Retriever Mix,black
Sárkány,male,German Shepherd Dog Mix,sable
Hubertus,male,"German Pointer, Staffordshire Terrier Mix",golden
Kópé,male,German Shepherd Dog Mix,yellow-brown
"""Perdido""",male,Collie Mix,brown and white
Zsebi,female,Unknown Mix,apricot
Rita,female,Unknown Mix,black and white
Kölyök,female,German Shepherd Dog Mix,black and brown
Kokszos,male,Labrador Retriever Mix,black
Kölyök,male,Unknown Mix,brown
Ancsa,female,Unknown Mix,black
Flitter,female,Unknown Mix,white
Csaó,male,Dachshund Mix,yellow
Kölyök,female,Unknown Mix,brown
Kölyök,male,Labrador Retriever Mix,white
Lidi,female,Dachshund Mix,red
Lili,female,Unknown Mix,saddle back
Radar,female,Unknown Mix,black
Snaci,male,Schnauzer Mix,black
Bársony,female,German Shepherd Dog Mix,saddle back
Borcsa,female,Staffordshire Terrier Mix,brown
Öreglány,female,Old German Shepherd Mix,brown
Kölyök,male,Unknown Mix,black and brown
Kapocs,male,Chow Chow Mix,red
Szutyi,female,Unknown Mix,black
Fityisz,male,Unknown Mix,yellow
Pamacs,female,Unknown Mix,black
Muki,male,Unknown Mix,yellow-brown
Jocó,male,Unknown Mix,golden
Sunci,male,Unknown Mix,brown
Pitypang,female,Unknown Mix,apricot
Bori,female,Puli Mix,black
Dezsõ,male,Unknown Mix,white
Tücsi,female,Unknown Mix,black
Hancúr,male,Unknown Mix,yellow
Lili,female,Unknown Mix,yellow
Völgyi,male,Unknown Mix,spotty
Pöttöm Panni,female,Unknown Mix,yellow
Simlis,male,Miniature Schnauzer Mix,apricot
Csokor,female,Unknown Mix,black
Husi,female,German Shepherd Dog Mix,apricot
Soma,female,Unknown Mix,black
Zsilip,female,Unknown Mix,black
Muki,female,Schnauzer Mix,black
Meki,male,Unknown Mix,black and white
Lédi,female,Unknown Mix,saddle back
Lili,female,Unknown Mix,red
Inez,female,Unknown Mix,spotty
Bizsu,female,Rottweiler Mix,black and brown
Lédi,female,Unknown Mix,saddle back
Hurka,male,Unknown Mix,apricot
Felhõ,male,Unknown Mix,white
Cékla,female,Unknown Mix,black
Arany,female,Unknown Mix,black and tan
Gerinc,male,German Shepherd Dog,saddle back
Zsarnok,male,Unknown Mix,brown
Labanc,male,Unknown Mix,brown
Felhõ,male,Unknown Mix,white
Csocsi,female,Unknown Mix,gray and white
Csocsi,female,Unknown Mix,gray and white
Rasztás,male,Komondor,white
Bobby,male,Rottweiler Mix,brown
Bors,female,Unknown Mix,brown and white
Arany,female,Unknown Mix,black and tan
