Id,age,Income,Spend,Savings,Debt,Credit Rating,Is Employable ,HasCriminalBackground,Unemployed For
11782,98,646421510,22,31,52,1,0,0,55
11783,44,728620558,34,37,8,3,1,1,52
11784,69,823968317,45,59,-37,7,0,0,28
11785,56,214642020,37,48,-9,6,1,1,29
11786,9,132583931,65,41,34,10,0,0,13
11787,90,892697167,24,56,41,9,1,1,22
11788,77,862622789,48,59,52,6,0,0,55
11789,28,610186502,30,33,-44,2,1,1,10
11790,67,871667890,53,56,43,4,0,0,8
11791,109,807116661,15,46,52,6,1,1,55
11792,14,297651479,37,50,34,10,0,0,28
11793,62,527569482,79,57,1,10,1,1,21
11794,25,334636253,57,58,-30,4,0,0,29
11795,106,507751574,74,37,32,10,1,1,42
11796,69,633760223,79,56,-37,4,0,0,58
11797,7,831742698,71,57,10,0,1,1,6
11798,88,205179049,48,47,-28,3,0,0,17
11799,76,785860243,20,50,40,2,1,1,40
11800,51,510501796,60,52,-4,10,0,0,36
11801,46,632406898,78,48,25,6,1,1,22
11802,8,754176538,62,45,47,6,0,0,32
11803,11,128500816,55,33,-49,7,1,1,20
11804,23,504237811,38,31,52,2,0,0,35
11805,83,852158770,74,31,45,9,1,1,45
11806,74,985807572,65,35,60,0,0,0,41
11807,60,264478605,25,55,-2,0,1,1,6
11808,82,896107411,78,60,19,3,0,0,6
11809,50,792054102,69,42,-44,7,1,1,22
11810,41,52011858,35,41,-4,10,0,0,14
11811,103,505478277,73,58,-43,0,1,1,16
11812,14,136690230,37,48,5,2,0,0,3
11813,41,100160748,22,50,-25,9,1,1,37
11814,57,886215354,26,36,-45,10,0,0,59
11815,23,56039875,30,46,56,8,1,1,25
11816,30,965706161,79,51,50,7,0,0,20
11817,60,409787830,46,40,2,6,1,1,53
11818,59,872509759,50,35,-13,2,0,0,23
11819,16,458692573,57,57,50,1,1,1,45
11820,69,558289102,54,44,23,7,0,0,2
11821,49,839177135,29,44,38,10,1,1,51
11822,22,633869900,32,30,49,2,0,0,32
11823,20,227710875,74,53,-48,1,1,1,54
11824,105,714777478,18,54,8,8,0,0,14
11825,104,881189,73,58,-47,7,1,1,7
11826,60,971151331,76,57,47,5,0,0,45
11827,61,113327645,67,34,6,8,1,1,41
11828,29,419701434,48,39,-34,7,0,0,10
11829,97,831619042,27,41,-20,2,1,1,43
11830,73,572646145,75,57,-9,6,0,0,50
11831,37,152141225,19,47,56,0,1,1,53
11832,69,664053349,60,51,-1,5,0,0,29
11833,47,384968968,60,47,-22,6,1,1,31
11834,107,311929520,38,49,-5,6,0,0,30
11835,59,136067638,56,57,14,1,1,1,26
11836,81,13261038,42,43,13,4,0,0,59
11837,86,801059650,47,42,52,10,1,1,24
11838,104,799653263,52,47,21,6,0,0,1
11839,41,138539767,35,55,34,10,1,1,25
11840,57,274885478,51,53,-38,4,0,0,43
11841,91,302676939,49,55,9,0,1,1,47
11842,66,392946273,49,54,-15,10,0,0,8
11843,74,776322325,19,35,39,10,1,1,9
11844,32,88250367,43,33,-24,6,0,0,13
11845,74,800409970,76,50,-7,8,1,1,49
11846,58,659904160,38,32,12,9,0,0,60
11847,47,384742275,43,48,-41,2,1,1,18
11848,31,862818916,64,58,44,1,0,0,58
11849,6,51542384,27,57,32,1,1,1,52
11850,79,491272574,38,53,-49,8,0,0,13
11851,19,454363768,42,48,53,7,1,1,20
11852,62,184789778,64,42,24,1,0,0,14
11853,92,949180890,64,52,-33,6,1,1,4
11854,71,58878252,38,34,23,2,0,0,28
11855,110,328390941,33,60,36,3,1,1,56
11856,76,759683122,22,56,-36,3,0,0,32
11857,42,557920331,23,46,47,10,1,1,37
11858,80,35305564,69,45,10,7,0,0,29
11859,43,164158299,54,53,25,3,1,1,48
11860,31,204498747,63,48,25,9,0,0,58
11861,108,771474707,33,50,-8,7,1,1,3
11862,84,603010973,17,56,-20,5,0,0,8
11863,98,607486556,22,36,-43,2,1,1,48
11864,58,1749709,17,36,54,3,0,0,24
11865,23,840083428,20,32,49,8,1,1,58
11866,33,269521267,69,33,-4,2,0,0,50
11867,73,497518583,30,43,39,5,1,1,53
11868,109,201048787,72,40,-27,0,0,0,30
11869,14,845463348,45,30,26,7,1,1,7
11870,29,906692750,78,50,50,10,0,0,5
11871,11,735253629,32,60,50,2,1,1,51
11872,73,759064659,29,59,-35,9,0,0,59
11873,68,261516325,54,39,29,9,1,1,27
11874,100,830654249,52,38,25,0,0,0,11
11875,57,984293141,42,39,-1,10,1,1,58
11876,84,335560685,70,44,17,3,0,0,31
11877,76,936526752,64,34,41,10,1,1,3
11878,51,685470367,21,33,57,1,0,0,20
11879,7,405176608,64,37,2,2,1,1,1
11880,70,847247897,28,34,-47,0,0,0,46
11881,76,888345929,72,39,-39,8,1,1,28
11882,20,830316879,38,50,-40,9,0,0,52
11883,71,482764692,45,38,47,8,1,1,34
11884,66,16853985,63,54,21,8,0,0,19
11885,36,999626646,28,49,-13,2,1,1,8
11886,8,292664155,56,60,-36,2,0,0,15
11887,23,675729221,64,56,-47,7,1,1,24
11888,102,879208652,46,48,44,10,0,0,14
11889,62,913689671,42,36,-21,4,1,1,50
11890,95,358707468,33,43,35,2,0,0,17
11891,68,390036134,55,36,11,10,1,1,49
11892,46,245532335,22,53,4,0,0,0,53
11893,39,494803905,60,50,-13,10,1,1,3
11894,32,560613949,65,38,-34,3,0,0,22
11895,83,939640510,46,43,24,0,1,1,18
11896,48,952321525,57,52,40,0,0,0,24
11897,103,563174434,20,54,-26,3,1,1,6
11898,22,472687432,68,49,-26,8,0,0,40
11899,35,748354307,20,31,-47,0,1,1,41
11900,27,578547664,74,45,-24,4,0,0,58
11901,36,978513154,53,47,-24,0,1,1,14
11902,59,12235343,27,43,-25,3,0,0,56
11903,25,966114220,32,57,-13,7,1,1,52
11904,35,821157387,76,42,0,6,0,0,14
11905,6,252509850,39,49,-7,3,1,1,8
11906,39,785471315,58,53,-37,7,0,0,18
11907,98,549216294,35,52,28,4,1,1,8
11908,85,212447590,36,53,-37,3,0,0,45
11909,22,645185093,38,54,14,5,1,1,58
11910,3,90738687,33,34,-9,2,0,0,28
11911,109,989490737,35,50,9,9,1,1,13
11912,60,197743469,75,49,-37,0,0,0,39
11913,74,262760442,36,46,-26,2,1,1,9
11914,91,967073081,40,58,3,0,0,0,42
11915,1,276487993,76,60,3,2,1,1,52
11916,34,600589934,33,46,47,8,0,0,48
11917,66,531959753,78,39,-18,4,1,1,41
11918,78,643827729,76,45,5,7,0,0,46
11919,69,706509308,40,52,6,2,1,1,37
11920,69,486032081,65,58,-27,7,0,0,27
11921,44,979748541,76,58,22,7,1,1,33
11922,95,127546975,59,39,26,1,0,0,3
11923,14,930743080,57,31,49,6,1,1,40
11924,53,740363499,44,39,51,6,0,0,48
11925,34,921057049,54,54,25,8,1,1,40
11926,54,623261310,25,59,26,5,0,0,11
11927,101,834082761,44,41,-24,7,1,1,15
11928,102,152240702,15,59,5,3,0,0,56
11929,44,195774532,17,32,-43,10,1,1,7
11930,64,202724454,40,38,-5,5,0,0,2
11931,101,208676606,69,34,14,0,1,1,38
11932,39,492661791,73,41,-26,9,0,0,21
11933,58,639442673,50,53,-30,4,1,1,38
11934,51,983726672,18,60,3,9,0,0,41
11935,4,383038592,54,57,29,4,1,1,26
11936,29,867060672,34,54,22,9,0,0,27
11937,79,331683548,70,47,-21,2,1,1,38
11938,77,392342894,47,33,17,8,0,0,5
11939,68,720040053,30,33,-48,6,1,1,34
11940,2,772440511,66,50,-7,4,0,0,17
11941,86,183352508,24,36,-41,5,1,1,53
11942,66,665714262,49,55,-16,2,0,0,21
11943,18,635161791,68,33,18,0,1,1,58
11944,28,334211932,68,56,30,7,0,0,34
11945,39,78152575,47,41,52,5,1,1,14
11946,16,408924110,54,31,35,2,0,0,5
11947,96,662483729,27,32,-11,0,1,1,41
11948,45,250553457,22,47,-49,0,0,0,7
11949,55,940017294,46,38,-30,3,1,1,6
11950,29,4722091,57,33,-32,7,0,0,15
11951,71,274609923,51,50,-32,4,1,1,4
11952,110,777311942,55,60,-23,0,0,0,20
11953,9,734086848,15,46,-40,10,1,1,51
11954,24,77631649,69,44,-6,1,0,0,16
11955,63,702021862,16,33,36,6,1,1,27
11956,46,963668615,77,43,-37,4,0,0,50
11957,17,900577597,52,44,29,0,1,1,41
11958,23,174709154,22,45,26,5,0,0,41
11959,13,828439413,34,40,12,2,1,1,25
11960,88,435681716,20,46,10,3,0,0,21
11961,64,742321876,67,45,-23,2,1,1,39
11962,2,196582747,26,53,-4,1,0,0,59
11963,85,843339058,27,44,21,9,1,1,35
11964,14,425342836,34,50,-40,1,0,0,41
11965,71,190694634,29,60,3,6,1,1,14
11966,20,876602204,21,46,-35,1,0,0,48
11967,104,386270711,76,58,-28,4,1,1,20
11968,56,379847266,24,57,-29,4,0,0,26
11969,44,671146264,27,59,37,6,1,1,24
11970,96,392166319,62,33,53,6,0,0,1
11971,92,975421677,23,31,-37,6,1,1,11
11972,20,78072026,42,37,48,0,0,0,10
11973,87,811005238,68,56,-37,6,1,1,48
11974,92,500102132,62,40,8,2,0,0,5
11975,77,407413476,38,50,19,4,1,1,26
11976,8,568702397,25,42,-18,5,0,0,34
11977,7,923473495,38,45,-40,3,1,1,53
11978,62,153828091,75,40,-35,8,0,0,3
11979,19,99996405,15,40,24,3,1,1,47
11980,96,363988513,45,42,-19,9,0,0,31
11981,92,34822869,30,31,40,2,1,1,3
11982,53,848705861,45,35,-21,3,0,0,52
11983,80,223814677,20,35,-28,8,1,1,21
11984,19,297554824,77,44,10,0,0,0,24
11985,61,287104865,42,58,39,3,1,1,31
11986,39,285331304,78,42,19,5,0,0,52
11987,50,811022149,63,46,51,4,1,1,2
11988,6,330404440,17,55,51,3,0,0,43
11989,2,342985365,26,55,-17,3,1,1,1
11990,62,650467131,70,49,30,3,0,0,53
11991,28,244280162,79,45,20,5,1,1,16
11992,4,568012480,59,34,-44,10,0,0,25
11993,59,414932122,25,54,60,6,1,1,31
11994,73,787447317,18,35,-34,0,0,0,11
11995,102,228039719,62,59,-25,1,1,1,39
11996,105,670325497,50,51,21,5,0,0,42
11997,58,290729234,58,46,-29,7,1,1,60
11998,97,776082083,28,55,18,10,0,0,20
11999,34,323773803,18,34,-11,0,1,1,15
12000,23,240241120,18,51,-30,7,0,0,33
12001,32,110570968,44,31,-26,5,1,1,53
12002,40,761218139,72,46,27,0,0,0,22
12003,19,731063256,68,55,34,10,1,1,6
12004,51,299599692,31,53,-17,9,0,0,52
12005,88,64704174,62,45,-33,10,1,1,11
12006,25,176804934,24,45,27,6,0,0,46
12007,50,798154174,16,38,9,6,1,1,45
12008,95,654770628,41,60,4,2,0,0,15
12009,21,530938724,77,54,-15,8,1,1,47
12010,25,14369987,39,31,-29,5,0,0,40
12011,74,551890098,29,41,60,2,1,1,10
12012,97,637040152,74,43,44,2,0,0,22
12013,56,307565268,27,49,-35,7,1,1,7
12014,23,375309830,70,42,25,2,0,0,23
12015,40,432903381,56,38,-36,0,1,1,35
12016,93,594598905,41,39,18,7,0,0,26
12017,98,694968740,59,58,-30,8,1,1,49
12018,33,165525058,34,42,-27,0,0,0,22
12019,94,658577331,64,36,3,1,1,1,1
12020,32,275187563,60,36,56,3,0,0,49
12021,89,898500340,61,60,-12,5,1,1,24
12022,59,446616614,70,59,-24,7,0,0,38
12023,55,871556686,47,58,11,2,1,1,59
12024,80,368227265,43,42,-33,3,0,0,36
12025,78,187687768,58,50,42,1,1,1,57
12026,85,570562206,27,54,56,4,0,0,22
12027,67,749402762,29,33,-30,2,1,1,34
12028,64,25686702,74,44,-29,5,0,0,41
12029,13,927780764,28,40,-19,7,1,1,47
12030,14,211163041,40,39,-36,2,0,0,11
12031,23,393118801,58,47,-30,3,1,1,42
12032,82,597528628,74,40,29,5,0,0,10
12033,82,507915459,39,42,-8,3,1,1,27
12034,4,519675770,36,37,-42,8,0,0,28
12035,14,27438127,72,31,12,3,1,1,30
12036,37,619764017,18,34,30,4,0,0,26
12037,19,135802684,15,55,28,0,1,1,57
12038,92,386702338,68,35,44,8,0,0,21
12039,25,892162648,70,35,43,5,1,1,19
12040,9,958590270,76,36,-42,4,0,0,4
12041,49,915821471,43,37,-2,3,1,1,34
12042,79,601580040,24,55,33,3,0,0,39
12043,67,322641718,42,59,17,1,1,1,46
12044,29,636274211,78,48,58,8,0,0,37
12045,16,625515746,33,57,7,2,1,1,6
12046,70,601023149,38,40,-41,1,0,0,25
12047,45,166048904,47,43,46,7,1,1,10
12048,101,8917876,38,55,34,9,0,0,35
12049,57,563432116,76,52,-6,9,1,1,19
12050,2,653731998,36,60,23,0,0,0,52
12051,7,134074955,20,38,27,6,1,1,36
12052,24,782179401,59,40,45,10,0,0,15
12053,47,468174890,78,41,11,10,1,1,51
12054,40,712024711,75,58,34,5,0,0,53
12055,89,508312670,74,40,46,5,1,1,46
12056,23,29318468,17,53,6,1,0,0,42
12057,65,533253421,18,39,-49,5,1,1,36
12058,86,473378498,66,53,24,4,0,0,49
12059,23,35498169,62,31,56,6,1,1,27
12060,91,368434912,16,33,-6,5,0,0,25
12061,43,52748055,23,46,-12,10,1,1,29
12062,109,855660370,70,58,2,2,0,0,46
12063,98,881870814,77,38,-49,6,1,1,35
12064,48,430663663,21,35,-38,10,0,0,12
12065,17,916928640,59,51,12,4,1,1,6
12066,68,557229396,35,32,-13,1,0,0,37
12067,89,879169610,62,33,47,0,1,1,12
12068,73,420521004,72,46,2,1,0,0,57
12069,7,425173416,51,55,-21,1,1,1,56
12070,105,173038698,50,52,-48,9,0,0,34
12071,86,190831469,39,52,48,7,1,1,36
12072,97,658739603,20,34,-39,3,0,0,8
12073,33,583617567,16,31,23,1,1,1,22
12074,110,906645222,58,36,6,8,0,0,33
12075,46,978551259,69,54,-44,5,1,1,24
12076,14,479108236,49,41,-50,6,0,0,49
12077,25,868363905,28,34,29,7,1,1,2
12078,30,432630382,34,54,33,9,0,0,32
12079,36,964746820,50,40,-32,5,1,1,7
12080,43,229235375,32,30,-26,1,0,0,16
12081,65,721135400,66,36,55,3,1,1,54
12082,43,58892870,38,40,-14,4,0,0,39
12083,30,755369609,50,35,58,5,1,1,57
12084,21,151093436,60,53,17,10,0,0,2
12085,49,181654248,49,44,-16,3,1,1,47
12086,94,789045299,55,50,-21,6,0,0,35
12087,89,358615967,80,57,-6,2,1,1,26
12088,46,409964590,40,30,37,2,0,0,15
12089,94,657916580,56,31,31,3,1,1,22
12090,89,93138224,49,53,-37,5,0,0,58
12091,50,155804328,30,31,1,2,1,1,58
12092,6,642606269,71,48,41,8,0,0,41
12093,34,135331382,32,53,16,4,1,1,8
12094,26,759932643,17,35,38,0,0,0,6
12095,18,813958041,33,44,6,2,1,1,24
12096,67,897934427,18,31,-23,1,0,0,60
12097,84,81685,76,30,-42,8,1,1,26
12098,106,879005699,80,33,13,9,0,0,45
12099,47,704877626,65,57,4,6,1,1,25
12100,29,723516811,63,44,-4,7,0,0,59
12101,61,761784675,75,46,-35,5,1,1,59
12102,96,903357892,39,34,45,9,0,0,33
12103,33,858495608,45,30,-45,4,1,1,26
12104,98,861488295,61,59,32,2,0,0,22
12105,11,745657322,35,49,33,5,1,1,27
12106,31,615905068,23,30,50,2,0,0,10
12107,37,843060829,46,35,-10,4,1,1,33
12108,67,848833739,38,57,3,1,0,0,3
12109,52,755426759,59,35,-49,3,1,1,57
12110,12,655397276,27,46,21,10,0,0,25
12111,8,873995188,29,42,13,6,1,1,10
12112,45,497542638,60,41,-15,2,0,0,54
12113,84,319486721,69,57,-20,9,1,1,40
12114,71,842745425,30,58,-44,9,0,0,45
12115,70,40564496,66,51,21,10,1,1,36
12116,95,617895095,21,47,-10,3,0,0,30
12117,9,917399966,22,56,-43,10,1,1,35
12118,60,98348662,32,36,50,4,0,0,40
12119,43,531547774,38,49,-11,2,1,1,1
12120,10,234177508,53,59,-28,3,0,0,27
12121,28,759404912,23,50,40,0,1,1,1
12122,47,514597088,79,57,28,4,0,0,12
12123,84,65174121,35,44,-35,9,1,1,23
12124,73,833284539,20,44,-12,0,0,0,29
12125,80,245946944,80,51,-44,4,1,1,42
12126,28,578053380,15,38,7,8,0,0,48
12127,47,682046021,20,40,58,0,1,1,35
12128,67,420042402,55,45,10,0,0,0,3
12129,80,413303606,45,34,-18,8,1,1,19
12130,55,172449146,50,56,33,3,0,0,48
12131,43,574067749,72,56,34,3,1,1,57
12132,97,758242775,20,54,6,2,0,0,10
12133,99,983977742,58,56,-9,8,1,1,2
12134,71,373677729,50,57,33,10,0,0,57
12135,75,661313202,52,57,25,9,1,1,4
12136,108,677980716,59,59,18,9,0,0,30
12137,9,235939476,17,53,-27,9,1,1,4
12138,23,166019037,60,40,39,7,0,0,2
12139,16,148267278,34,42,-41,3,1,1,13
12140,59,914073556,15,34,33,4,0,0,30
12141,66,802947656,70,43,28,10,1,1,33
12142,109,427828187,42,30,42,4,0,0,57
12143,49,823176879,16,44,50,7,1,1,2
12144,66,541243644,52,38,43,7,0,0,28
12145,40,83278376,46,46,17,6,1,1,1
12146,42,480312826,28,50,35,6,0,0,21
12147,1,241096750,74,55,-11,9,1,1,10
12148,103,10148974,33,58,-10,0,0,0,53
12149,86,831316465,58,40,3,9,1,1,25
12150,101,449013031,70,46,5,6,0,0,58
12151,83,394451641,46,58,42,1,1,1,15
12152,59,550782318,29,49,45,2,0,0,30
12153,45,117995222,49,39,-33,2,1,1,36
12154,15,804662689,52,50,-26,6,0,0,32
12155,19,679107464,27,32,11,2,1,1,25
12156,13,89055226,73,38,-21,7,0,0,25
12157,95,169327553,71,52,43,9,1,1,57
12158,48,836989589,38,46,23,6,0,0,44
12159,92,432253536,58,38,-28,5,1,1,32
12160,94,767822418,22,59,-33,2,0,0,52
12161,48,70564035,37,53,27,0,1,1,6
12162,64,834480755,47,42,6,0,0,0,19
12163,94,455178790,25,43,-16,2,1,1,36
12164,8,806574903,66,56,48,3,0,0,14
12165,96,523016277,58,58,24,8,1,1,40
12166,65,92317965,54,45,4,2,0,0,5
12167,86,99600380,71,43,48,8,1,1,4
12168,86,936905432,48,38,-28,0,0,0,11
12169,45,119484809,37,51,40,2,1,1,1
12170,108,55068049,64,36,23,6,0,0,25
12171,56,339195397,22,37,-1,10,1,1,17
12172,13,447137431,16,34,-39,7,0,0,57
12173,88,215497188,55,41,-3,7,1,1,21
12174,75,496391906,55,53,9,3,0,0,23
12175,14,410436024,19,30,47,10,1,1,25
12176,75,636835467,60,44,-28,0,0,0,45
12177,101,638855249,62,47,10,2,1,1,8
12178,92,922846198,38,49,-44,7,0,0,17
12179,35,935960519,34,40,-33,0,1,1,28
12180,42,48446378,26,32,16,9,0,0,18
12181,17,875123152,43,36,-38,9,1,1,10
12182,46,842593947,31,56,-8,6,0,0,9
12183,66,252713182,60,47,21,0,1,1,38
12184,15,150372017,53,33,33,10,0,0,28
12185,51,740805234,56,34,47,0,1,1,53
12186,99,693332247,53,56,30,6,0,0,1
12187,95,144594358,80,33,51,3,1,1,17
12188,42,836331394,21,51,41,3,0,0,17
12189,8,192217952,26,30,28,0,1,1,20
12190,44,973570788,36,42,33,8,0,0,26
12191,69,882524651,28,45,8,6,1,1,15
12192,62,877457108,77,44,40,0,0,0,29
12193,50,952038340,44,34,28,7,1,1,9
12194,1,625643714,46,43,49,5,0,0,42
12195,84,109879334,45,30,-3,6,1,1,57
12196,24,130869388,69,57,9,0,0,0,23
12197,39,570310647,36,49,36,3,1,1,53
12198,39,854009269,29,36,2,5,0,0,38
12199,32,9008656,49,59,-29,1,1,1,37
12200,56,226310525,68,38,-39,9,0,0,46
12201,103,659078298,68,39,37,2,1,1,16
12202,15,377672202,36,58,21,5,0,0,3
12203,100,210711254,58,54,-30,6,1,1,10
12204,47,365304814,49,57,-10,4,0,0,41
12205,81,841905827,77,53,53,4,1,1,13
12206,59,691437216,37,57,-38,6,0,0,25
12207,85,3554493,80,55,-18,2,1,1,5
12208,38,93912085,32,31,-50,2,0,0,10
12209,31,928448025,59,37,-26,7,1,1,4
12210,72,69192618,44,33,19,0,0,0,54
12211,8,961065685,49,55,-4,2,1,1,12
12212,77,834783709,58,30,-42,9,0,0,19
12213,25,74717813,62,52,-38,8,1,1,58
12214,58,898336630,41,53,38,7,0,0,32
12215,91,452673032,62,33,11,5,1,1,58
12216,93,990145817,23,54,-5,1,0,0,10
12217,98,98336361,37,47,15,9,1,1,27
12218,24,642624641,29,31,27,6,0,0,59
12219,87,663404171,41,42,-19,5,1,1,5
12220,21,208766582,48,43,50,10,0,0,25
12221,105,728534039,35,48,-42,10,1,1,1
12222,31,645127223,76,49,46,4,0,0,19
12223,105,479694969,26,50,60,5,1,1,28
12224,28,807895954,66,33,-37,4,0,0,42
12225,13,831299111,79,44,58,5,1,1,21
12226,95,656480712,25,54,19,7,0,0,35
12227,27,54430130,58,57,13,9,1,1,54
12228,93,580825211,22,48,-2,5,0,0,13
12229,65,186492771,39,43,46,2,1,1,52
12230,47,759467485,69,51,47,7,0,0,50
12231,34,641267450,58,44,24,9,1,1,34
12232,62,752483228,20,41,48,2,0,0,18
12233,39,397853073,45,57,24,1,1,1,45
12234,106,600500635,74,32,48,1,0,0,4
12235,58,367298392,41,32,6,0,1,1,21
12236,22,207875140,38,57,16,0,0,0,5
12237,10,927687705,39,47,-46,3,1,1,1
12238,75,540185347,17,47,13,2,0,0,15
12239,96,566501082,78,56,47,0,1,1,59
12240,31,158158851,79,50,31,3,0,0,53
12241,21,457189571,42,34,26,3,1,1,1
12242,42,336872008,35,46,55,10,0,0,17
12243,108,598975988,37,42,34,4,1,1,54
12244,72,188934991,33,44,-36,3,0,0,3
12245,9,404308962,63,57,-8,4,1,1,43
12246,16,330214471,17,38,18,4,0,0,3
12247,94,586239787,30,37,-12,2,1,1,15
12248,28,433274978,62,48,-29,10,0,0,16
12249,103,874483289,69,49,-33,10,1,1,7
12250,82,879488604,79,58,22,3,0,0,56
12251,95,584242702,79,59,-33,10,1,1,37
12252,85,988540800,29,59,-7,8,0,0,42
12253,55,86207642,25,47,-10,2,1,1,25
12254,54,88389829,35,44,-18,9,0,0,21
12255,67,676571875,45,57,50,9,1,1,1
12256,110,310910152,69,58,5,1,0,0,50
12257,2,945022844,44,46,-15,10,1,1,19
12258,1,74480709,21,39,-26,4,0,0,38
12259,17,734697031,15,42,51,1,1,1,47
12260,71,900554051,55,60,14,0,0,0,27
12261,52,808700064,38,47,20,10,1,1,15
12262,58,339209861,20,31,56,4,0,0,22
12263,78,752417978,77,31,-17,8,1,1,58
12264,14,698913998,29,58,7,5,0,0,35
12265,26,211420116,65,53,52,8,1,1,49
12266,34,749137618,45,38,23,1,0,0,55
12267,88,686263255,49,37,19,9,1,1,35
12268,99,869508728,31,60,-1,5,0,0,47
12269,54,600681943,49,46,43,10,1,1,51
12270,22,727607533,62,31,5,0,0,0,6
12271,71,503950848,56,31,42,0,1,1,7
12272,84,826099502,28,45,-31,6,0,0,14
12273,69,977595495,56,30,-21,0,1,1,35
12274,21,270483768,56,37,50,9,0,0,45
12275,4,590686240,62,44,-11,7,1,1,16
12276,10,837171014,29,41,-31,5,0,0,38
12277,77,429203907,44,50,-37,6,1,1,57
12278,71,35273669,78,59,14,5,0,0,37
12279,103,157038806,70,39,43,1,1,1,13
12280,62,437006925,79,42,31,2,0,0,6
12281,108,158442421,80,32,-44,6,1,1,9
12282,32,945380418,77,55,17,3,0,0,9
12283,71,962729846,46,51,-21,9,1,1,55
12284,33,861168379,76,47,23,9,0,0,46
12285,6,178467796,36,38,-7,2,1,1,39
12286,95,101390479,75,47,23,4,0,0,22
12287,81,837097226,55,54,55,4,1,1,29
12288,33,699115770,35,31,54,2,0,0,7
12289,76,971086857,78,54,48,5,1,1,36
12290,105,513808249,54,32,57,8,0,0,45
12291,63,355817201,55,39,4,5,1,1,59
12292,49,324684076,49,49,-34,3,0,0,49
12293,89,417182182,50,52,3,5,1,1,34
12294,27,635314667,25,52,-39,2,0,0,45
12295,9,1464164,18,49,-16,7,1,1,58
12296,82,590413443,74,50,-33,10,0,0,18
12297,7,789420875,21,48,34,4,1,1,52
12298,82,726171496,72,33,-18,2,0,0,39
12299,23,548605199,27,40,50,8,1,1,28
12300,105,568634700,50,53,-11,3,0,0,57
12301,53,827125990,72,47,-12,4,1,1,46
12302,44,997953096,62,33,29,8,0,0,38
12303,48,809242212,25,54,-16,1,1,1,53
12304,36,707254132,67,56,54,10,0,0,5
12305,59,461584105,25,52,0,10,1,1,36
12306,4,331136259,37,46,54,6,0,0,60
12307,49,64383393,22,42,1,5,1,1,39
12308,84,541432703,78,54,24,5,0,0,9
12309,37,955593349,80,59,17,3,1,1,5
12310,16,901611850,35,54,-48,3,0,0,1
12311,106,481118347,61,39,11,5,1,1,20
12312,54,238303575,45,35,-14,9,0,0,42
12313,3,530216825,39,51,2,7,1,1,7
12314,95,146028749,23,40,12,7,0,0,58
12315,42,523956310,45,39,28,7,1,1,55
12316,77,164450220,69,49,-45,4,0,0,27
12317,34,98842258,32,54,54,1,1,1,26
12318,6,397209013,64,46,-37,4,0,0,14
12319,49,652125377,43,35,5,1,1,1,35
12320,70,492615982,60,38,39,10,0,0,52
12321,7,706704827,54,46,47,3,1,1,54
12322,17,833947561,41,60,31,5,0,0,53
12323,24,822498779,48,41,-43,3,1,1,35
12324,71,418866848,60,40,35,6,0,0,42
12325,88,520892473,30,44,-32,4,1,1,8
12326,22,751414133,53,44,-31,7,0,0,3
12327,85,31617023,35,44,2,7,1,1,7
12328,57,502275717,17,44,-9,1,0,0,8
12329,58,662594431,35,50,41,6,1,1,21
12330,60,959288601,58,37,-4,10,0,0,16
12331,40,43318962,79,32,15,6,1,1,23
12332,25,930218387,44,30,5,9,0,0,11
12333,33,404227933,67,51,27,3,1,1,14
12334,18,994310015,34,48,-32,8,0,0,12
12335,46,814322688,65,56,44,10,1,1,31
12336,82,5566580,49,39,52,3,0,0,47
12337,74,606605096,74,52,5,4,1,1,1
12338,27,362488898,41,43,1,10,0,0,42
12339,45,161406067,19,47,30,9,1,1,60
12340,45,157909624,42,49,-19,10,0,0,60
12341,63,245525495,27,37,-14,8,1,1,15
12342,69,346932488,33,30,46,9,0,0,30
12343,47,779871239,79,43,-17,8,1,1,44
12344,6,467599914,71,51,-38,10,0,0,15
12345,57,905844831,77,56,-48,2,1,1,32
12346,88,934643089,40,44,34,5,0,0,21
12347,33,921364900,54,38,-9,6,1,1,7
12348,22,993424114,62,54,-22,0,0,0,2
12349,6,694451470,53,32,-41,4,1,1,49
12350,9,267512227,22,31,55,1,0,0,55
12351,79,469348483,44,38,-39,0,1,1,18
12352,76,531543074,21,44,11,2,0,0,11
12353,82,675260979,55,37,-23,7,1,1,34
12354,11,722286679,46,33,-49,0,0,0,31
12355,24,915950023,35,55,37,0,1,1,54
12356,12,812693163,37,37,15,6,0,0,7
12357,8,494554839,34,49,32,3,1,1,5
12358,73,265583745,15,33,-12,7,0,0,3
12359,2,889940987,61,34,48,0,1,1,6
12360,52,449948038,30,31,58,0,0,0,47
12361,3,315068679,24,47,22,7,1,1,57
12362,1,59837929,20,34,34,7,0,0,43
12363,65,46918377,72,35,-35,4,1,1,33
12364,14,313055920,25,43,-44,9,0,0,16
12365,108,466129017,64,51,-4,0,1,1,47
12366,52,726505199,25,43,17,9,0,0,22
12367,8,279398414,64,54,-35,9,1,1,51
12368,25,222263911,52,43,48,4,0,0,13
12369,58,355906957,33,42,6,0,1,1,13
12370,56,581000387,32,33,-33,6,0,0,39
12371,50,218273901,65,47,14,7,1,1,27
12372,53,568980583,70,35,-13,7,0,0,49
12373,10,288324587,23,33,10,3,1,1,11
12374,22,893520320,29,35,9,10,0,0,28
12375,66,450623490,20,38,47,6,1,1,58
12376,106,768494660,64,42,48,5,0,0,31
